timestamp,device_id,device_type,system_uptime,cpu_usage,memory_usage,inbound_traffic,outbound_traffic,input_errors,output_errors
2025-03-23 23:27:05.621134,SW1,switch,23291,39.846749057758316,50.54671161961037,252860,213814,2,0
2025-03-23 23:27:35.621134,SW1,switch,23321,31.787352573447492,49.549617704956944,263265,129896,0,0
2025-03-23 23:28:05.621134,SW1,switch,23351,22.323049837517573,59.2380950174033,208687,163384,0,0
2025-03-23 23:28:35.621134,SW1,switch,23381,31.30007549802083,50.828486208948114,270291,225179,0,0
2025-03-23 23:29:05.621134,SW1,switch,23411,33.2334750437237,42.454794017901406,177735,302778,0,0
2025-03-23 23:29:35.621134,SW1,switch,23441,33.10280188745679,40.68969602581008,173453,280226,0,5
2025-03-23 23:30:05.621134,SW1,switch,23471,32.5324257636388,53.0319717869947,215832,211879,0,0
2025-03-23 23:30:35.621134,SW1,switch,23501,23.067591592037708,55.40897108900286,249097,194429,0,0
2025-03-23 23:31:05.621134,SW1,switch,23531,31.42213546138125,,218276,,0,0
2025-03-23 23:31:35.621134,SW1,switch,23561,35.625549218167336,47.25676545054945,186308,191483,0,0
2025-03-23 23:32:05.621134,SW1,switch,23591,27.044721836908966,46.18081218693659,249927,145150,0,1
2025-03-23 23:32:35.621134,SW1,switch,23621,31.2771787762949,50.63316108691714,244317,211188,1,1
2025-03-23 23:33:05.621134,SW1,switch,23651,21.017145887849914,56,257542,183499,0,0
2025-03-23 23:33:35.621134,SW1,switch,23681,35.025955889345234,56,267222,206428,0,0
2025-03-23 23:34:05.621134,SW1,switch,23711,34.10040754080423,56,311378,263578,0,0
2025-03-23 23:34:35.621134,SW1,switch,23741,31.253272126984992,56,168604,148074,0,0
2025-03-23 23:35:05.621134,SW1,switch,23771,34.60964106769484,56,212138,151761,2,0
2025-03-23 23:35:35.621134,SW1,switch,23801,37.139629994412445,56,135063,176696,0,0
2025-03-23 23:36:05.621134,SW1,switch,23831,25.820711706092904,56,226187,224037,0,0
2025-03-23 23:36:35.621134,SW1,switch,23861,28.803564102418783,56,162644,264276,0,0
2025-03-23 23:37:05.621134,SW1,switch,23891,36.14599072170479,56,181143,185529,0,0
2025-03-23 23:37:35.621134,SW1,switch,23921,29.63362657461595,56,156872,134757,0,0
2025-03-23 23:38:05.621134,SW1,switch,23951,34.62269274963125,56,123361,164963,0,0
2025-03-23 23:38:35.621134,SW1,switch,23981,,,274748,163365,0,0
2025-03-23 23:39:05.621134,SW1,switch,24011,19.803018566722443,56,211500,266822,0,0
2025-03-23 23:39:35.621134,SW1,switch,24041,28.409324742481612,56,163563,249555,0,0
2025-03-23 23:40:05.621134,SW1,switch,24071,27.720574989708926,56,190768,169737,0,0
2025-03-23 23:40:35.621134,SW1,switch,24101,32.75114926729362,56,200465,145354,1,0
2025-03-23 23:41:05.621134,SW1,switch,24131,33.69894337917927,56,183876,202295,0,0
2025-03-23 23:41:35.621134,SW1,switch,24161,29.93497242884456,56,212155,196035,0,0
2025-03-23 23:42:05.621134,SW1,switch,24191,29.60534324301821,56,243420,160003,0,0
2025-03-23 23:42:35.621134,SW1,switch,24221,25.162994097699755,56,180061,259955,0,0
2025-03-23 23:43:05.621134,SW1,switch,24251,35.780437430697944,56,258693,163973,0,0
2025-03-23 23:43:35.621134,SW1,switch,24281,33.04555777464015,56,126798,181952,0,0
2025-03-23 23:44:05.621134,SW1,switch,24311,30.08181547716756,56,219606,190393,0,0
2025-03-23 23:44:35.621134,SW1,switch,24341,31.934634429280194,56,100786,165584,0,0
2025-03-23 23:45:05.621134,SW1,switch,24371,25.11463323986534,,173162,184404,0,0
2025-03-23 23:45:35.621134,SW1,switch,24401,34.52370184930395,56,147642,206035,0,0
2025-03-23 23:46:05.621134,SW1,switch,24431,28.871822292899648,56,239741,267056,0,0
2025-03-23 23:46:35.621134,SW1,switch,24461,25.876144814296488,56,217145,233142,0,0
2025-03-23 23:47:05.621134,SW1,switch,24491,36.622182998442696,56,215389,90328,0,0
2025-03-23 23:47:35.621134,SW1,switch,24521,24.302616458979756,56,251924,126853,0,5
2025-03-23 23:48:05.621134,SW1,switch,24551,23.259965191120326,56,181853,104538,0,0
2025-03-23 23:48:35.621134,SW1,switch,24581,42.57775872990255,56,149331,178140,0,0
2025-03-23 23:49:05.621134,SW1,switch,24611,28.513259542658503,56,178144,185269,0,0
2025-03-23 23:49:35.621134,SW1,switch,24641,32.588974958549905,56,199982,228129,0,0
2025-03-23 23:50:05.621134,SW1,switch,24671,32.122377943808345,56,237882,214699,0,1
2025-03-23 23:50:35.621134,SW1,switch,24701,30.859313553149057,56,216681,270762,0,0
2025-03-23 23:51:05.621134,SW1,switch,24731,29.169777139306635,56,241694,221849,0,0
2025-03-23 23:51:35.621134,SW1,switch,24761,30.11833622720995,56,247151,216716,0,0
2025-03-23 23:52:05.621134,SW1,switch,24791,24.142544135746498,56,175470,214007,1,0
2025-03-23 23:52:35.621134,SW1,switch,24821,27.549487446895114,56,209073,150483,0,0
2025-03-23 23:53:05.621134,SW1,switch,24851,36.24688901353735,56,226463,108593,0,0
2025-03-23 23:53:35.621134,SW1,switch,24881,35.782718522468265,56,188559,226819,0,0
2025-03-23 23:54:05.621134,SW1,switch,24911,32.452745568369195,56,157005,181173,0,0
2025-03-23 23:54:35.621134,SW1,switch,24941,35.53949862997407,56,225199,214286,0,0
2025-03-23 23:55:05.621134,SW1,switch,24971,36.03796769774532,56,214595,114375,0,2
2025-03-23 23:55:35.621134,SW1,switch,25001,26.873053500249537,56,214756,231734,0,0
2025-03-23 23:56:05.621134,SW1,switch,25031,29.620847278686615,56,222677,242216,0,0
2025-03-23 23:56:35.621134,SW1,switch,25061,21.07747280078444,56,254435,209175,1,0
2025-03-23 23:57:05.621134,SW1,switch,25091,22.40526156651742,56,161643,180915,0,0
2025-03-23 23:57:35.621134,SW1,switch,25121,33.46642454903986,56,210608,178292,0,0
2025-03-23 23:58:05.621134,SW1,switch,25151,28.07597529284589,56,123667,225716,0,0
2025-03-23 23:58:35.621134,SW1,switch,25181,20.95605347367433,56,257610,144306,0,0
2025-03-23 23:59:05.621134,SW1,switch,25211,30.981468852403157,56,191840,146295,0,0
2025-03-23 23:59:35.621134,SW1,switch,25241,23.025790222006567,56,221729,186785,0,0
2025-03-24 00:00:05.621134,SW1,switch,25271,43.19324702711527,56,227147,249281,0,0
2025-03-24 00:00:35.621134,SW1,switch,25301,38.461404324683215,56,214143,281828,0,0
2025-03-24 00:01:05.621134,SW1,switch,25331,30.285782235593224,56,279263,230817,0,0
2025-03-24 00:01:35.621134,SW1,switch,25361,36.00580409071414,56,192170,193272,0,0
2025-03-24 00:02:05.621134,SW1,switch,25391,32.47712168869433,56,208751,246001,0,0
2025-03-24 00:02:35.621134,SW1,switch,25421,33.321308527510276,56,208081,306071,0,0
2025-03-24 00:03:05.621134,SW1,switch,25451,32.73498065516444,56,213637,298992,0,2
2025-03-24 00:03:35.621134,SW1,switch,25481,33.736048897626546,56,230762,,0,0
2025-03-24 00:04:05.621134,SW1,switch,25511,31.29540124932426,56,167162,242881,2,0
2025-03-24 00:04:35.621134,SW1,switch,25541,37.99836314294192,56,141168,163085,0,0
2025-03-24 00:05:05.621134,SW1,switch,25571,28.371739895818127,56,198584,203816,0,0
2025-03-24 00:05:35.621134,SW1,switch,25601,36.62852330272683,56,210330,241429,0,0
2025-03-24 00:06:05.621134,SW1,switch,25631,30.483515293456158,56,,220511,0,0
2025-03-24 00:06:35.621134,SW1,switch,25661,30.13391001401149,56,183853,191948,0,0
2025-03-24 00:07:05.621134,SW1,switch,25691,34.37900385086685,56,249039,137335,1,0
2025-03-24 00:07:35.621134,SW1,switch,25721,35.805965123172896,56,169788,284511,0,0
2025-03-24 00:08:05.621134,SW1,switch,25751,34.7916595361372,56,191480,196718,0,0
2025-03-24 00:08:35.621134,SW1,switch,25781,31.625350265065947,56,198789,263947,0,0
2025-03-24 00:09:05.621134,SW1,switch,25811,32.42381891763517,56,181250,202527,0,0
2025-03-24 00:09:35.621134,SW1,switch,25841,38.3027847726829,56,114257,145250,0,0
2025-03-24 00:10:05.621134,SW1,switch,25871,39.446205398406356,56,249349,124023,0,0
2025-03-24 00:10:35.621134,SW1,switch,25901,40.70532741822092,56,183927,231318,0,0
2025-03-24 00:11:05.621134,SW1,switch,25931,34.86891961047134,56,277012,196041,2,0
2025-03-24 00:11:35.621134,SW1,switch,25961,35.191287183974325,56,135205,120344,0,0
2025-03-24 00:12:05.621134,SW1,switch,25991,38.49941055066084,56,131380,210673,0,0
2025-03-24 00:12:35.621134,SW1,switch,26021,45.81272657570104,56,161935,278602,1,0
2025-03-24 00:13:05.621134,SW1,switch,26051,40.69270140374448,56,207862,213898,0,1
2025-03-24 00:13:35.621134,SW1,switch,26081,29.44391727364028,56,199041,90207,0,0
2025-03-24 00:14:05.621134,SW1,switch,26111,36.41474941450888,56,208671,96463,0,0
2025-03-24 00:14:35.621134,SW1,switch,26141,40.9225511417213,56,139215,196056,0,0
2025-03-24 00:15:05.621134,SW1,switch,26171,51.557696671204624,56,226141,138983,0,0
2025-03-24 00:15:35.621134,SW1,switch,26201,33.73203317200896,56,278823,169733,0,0
2025-03-24 00:16:05.621134,SW1,switch,26231,46.246797240733954,56,121035,241221,0,0
2025-03-24 00:16:35.621134,SW1,switch,26261,41.234111504207824,56,192704,197903,2,0
2025-03-24 00:17:05.621134,SW1,switch,26291,35.67582624956682,56,200544,241515,0,0
2025-03-24 00:17:35.621134,SW1,switch,26321,49.0387078570149,56,211187,176960,0,0
2025-03-24 00:18:05.621134,SW1,switch,26351,36.2258288010714,56,264336,154223,0,0
2025-03-24 00:18:35.621134,SW1,switch,26381,37.82763149334386,56,188578,172186,2,0
2025-03-24 00:19:05.621134,SW1,switch,26411,42.48234807774992,56,259237,182919,0,0
2025-03-24 00:19:35.621134,SW1,switch,26441,47.97226171279352,56,222636,77385,0,0
2025-03-24 00:20:05.621134,SW1,switch,26471,46.941923306387864,56,224995,231798,0,0
2025-03-24 00:20:35.621134,SW1,switch,26501,33.771737632131334,56,213655,222835,0,0
2025-03-24 00:21:05.621134,SW1,switch,26531,38.8522548174264,56,143869,226621,0,0
2025-03-24 00:21:35.621134,SW1,switch,26561,43.6099717777181,56,207006,235191,0,0
2025-03-24 00:22:05.621134,SW1,switch,26591,48.95677680581916,56,261801,138929,0,0
2025-03-24 00:22:35.621134,SW1,switch,26621,49.519417013197106,56,234873,205636,0,0
2025-03-24 00:23:05.621134,SW1,switch,26651,47.05882908073664,56,175511,239689,0,2
2025-03-24 00:23:35.621134,SW1,switch,26681,42.47583227696842,56,314045,140401,10,0
2025-03-24 00:24:05.621134,SW1,switch,26711,52.1026222363881,56,251228,184601,0,0
2025-03-24 00:24:35.621134,SW1,switch,26741,50.39886326620553,56,177470,279340,0,0
2025-03-24 00:25:05.621134,SW1,switch,26771,47.98173580516918,56,100311,184157,0,0
2025-03-24 00:25:35.621134,SW1,switch,26801,48.34027939775724,56,247265,173913,0,0
2025-03-24 00:26:05.621134,SW1,switch,26831,41.656269806175935,,,258600,0,0
2025-03-24 00:26:35.621134,SW1,switch,26861,33.08874435117808,56,251086,218599,0,0
2025-03-24 00:27:05.621134,SW1,switch,26891,41.30896418710978,56,106929,175535,1,1
2025-03-24 00:27:35.621134,SW1,switch,26921,50.62456509115913,56,233307,225145,0,0
2025-03-24 00:28:05.621134,SW1,switch,26951,39.121579498033604,56,179714,187509,0,1
2025-03-24 00:28:35.621134,SW1,switch,26981,47.713211810151364,56,198159,145627,0,0
2025-03-24 00:29:05.621134,SW1,switch,27011,47.036685708118085,56,196587,211570,0,0
2025-03-24 00:29:35.621134,SW1,switch,27041,45.28259605167223,56,196408,186365,0,0
2025-03-24 00:30:05.621134,SW1,switch,27071,54.51689692746915,56,116754,196433,10,0
2025-03-24 00:30:35.621134,SW1,switch,27101,51.35433054986437,56,150514,261512,0,0
2025-03-24 00:31:05.621134,SW1,switch,27131,50.07977201012035,56,279782,177497,0,0
2025-03-24 00:31:35.621134,SW1,switch,27161,46.06828803387475,56,162661,260043,0,0
2025-03-24 00:32:05.621134,SW1,switch,27191,53.72539858084956,56,237252,264117,0,0
2025-03-24 00:32:35.621134,SW1,switch,27221,48.60381950070335,56,165680,215672,0,0
2025-03-24 00:33:05.621134,SW1,switch,27251,38.14739258364469,56,217345,180158,0,0
2025-03-24 00:33:35.621134,SW1,switch,27281,47.45078234408071,56,295905,167545,0,0
2025-03-24 00:34:05.621134,SW1,switch,27311,41.314972538537134,56,209829,195165,0,0
2025-03-24 00:34:35.621134,SW1,switch,27341,38.18458136250744,56,148475,256869,0,0
2025-03-24 00:35:05.621134,SW1,switch,27371,51.0274264276763,56,230335,284945,0,2
2025-03-24 00:35:35.621134,SW1,switch,27401,60.493304563839175,56,274936,222056,0,0
2025-03-24 00:36:05.621134,SW1,switch,27431,49.11284768627722,56,244068,339503,0,0
2025-03-24 00:36:35.621134,SW1,switch,27461,53.790665737674615,56,153642,277784,0,1
2025-03-24 00:37:05.621134,SW1,switch,27491,48.93084968763202,56,144461,236596,0,0
2025-03-24 00:37:35.621134,SW1,switch,27521,54.18086849032301,56,201413,140043,0,0
2025-03-24 00:38:05.621134,SW1,switch,27551,50.11878439981075,56,208540,203024,2,0
2025-03-24 00:38:35.621134,SW1,switch,27581,47.62059397120166,56,253516,205471,0,0
2025-03-24 00:39:05.621134,SW1,switch,27611,48.85670771123465,56,174847,159936,0,0
2025-03-24 00:39:35.621134,SW1,switch,27641,52.73939514611173,56,290209,165477,2,0
2025-03-24 00:40:05.621134,SW1,switch,27671,50.158452852640906,56,218314,191574,0,0
2025-03-24 00:40:35.621134,SW1,switch,27701,51.10658715735585,56,184629,185260,0,0
2025-03-24 00:41:05.621134,SW1,switch,27731,47.90803432586374,56,197081,137790,0,0
2025-03-24 00:41:35.621134,SW1,switch,27761,55.754680965431945,56,180576,185801,0,0
2025-03-24 00:42:05.621134,SW1,switch,27791,52.97363147446997,56,128862,179929,0,0
2025-03-24 00:42:35.621134,SW1,switch,27821,55.03662015410133,56,274712,216064,0,0
2025-03-24 00:43:05.621134,SW1,switch,27851,53.29264412723293,56,183703,171534,0,0
2025-03-24 00:43:35.621134,SW1,switch,27881,45.53303655004083,95,63593,343691,0,0
2025-03-24 00:44:05.621134,SW1,switch,27911,45.855202355876514,56,268009,191620,0,0
2025-03-24 00:44:35.621134,SW1,switch,27941,49.361946674316485,56,196337,142950,0,0
2025-03-24 00:45:05.621134,SW1,switch,27971,45.62854548766049,56,216848,187672,0,0
2025-03-24 00:45:35.621134,SW1,switch,28001,54.0641120253583,56,235223,179590,0,0
2025-03-24 00:46:05.621134,SW1,switch,28031,42.32387314555383,56,257110,282448,0,0
2025-03-24 00:46:35.621134,SW1,switch,28061,59.83302991175765,56,206890,146104,0,0
2025-03-24 00:47:05.621134,SW1,switch,28091,54.28029836806702,56,167371,216030,1,1
2025-03-24 00:47:35.621134,SW1,switch,28121,47.47210710147991,56,170127,168191,0,0
2025-03-24 00:48:05.621134,SW1,switch,28151,23,56,250240,232924,0,0
2025-03-24 00:48:35.621134,SW1,switch,28181,82,56,296046,333222,0,0
2025-03-24 00:49:05.621134,SW1,switch,28211,23,56,96777,187959,0,0
2025-03-24 00:49:35.621134,SW1,switch,28241,,,246380,,0,0
2025-03-24 00:50:05.621134,SW1,switch,28271,23,56,196171,258051,0,0
2025-03-24 00:50:35.621134,SW1,switch,28301,23,56,183351,306092,0,0
2025-03-24 00:51:05.621134,SW1,switch,28331,23,56,105463,227087,0,0
2025-03-24 00:51:35.621134,SW1,switch,28361,23,56,136176,157375,0,0
2025-03-24 00:52:05.621134,SW1,switch,28391,23,56,278066,243063,0,0
2025-03-24 00:52:35.621134,SW1,switch,28421,23,56,240272,238059,0,0
2025-03-24 00:53:05.621134,SW1,switch,28451,23,56,140902,334936,2,0
2025-03-24 00:53:35.621134,SW1,switch,28481,23,56,187460,134668,0,0
2025-03-24 00:54:05.621134,SW1,switch,28511,23,56,176145,237231,0,1
2025-03-24 00:54:35.621134,SW1,switch,28541,23,56,178436,290836,0,0
2025-03-24 00:55:05.621134,SW1,switch,28571,23,66.49043877174114,192026,298747,0,0
2025-03-24 00:55:35.621134,SW1,switch,28601,51.5509365777218,57.332322030003695,185959,264300,0,0
2025-03-24 00:56:05.621134,SW1,switch,28631,42.49871612146722,57.045232846936955,181985,198507,0,0
2025-03-24 00:56:35.621134,SW1,switch,28661,39.02199450138998,61.05837758586658,219254,185985,0,0
2025-03-24 00:57:05.621134,SW1,switch,28691,47.063316021329015,67.04606435047373,254974,259084,0,0
2025-03-24 00:57:35.621134,SW1,switch,28721,43.7659985761733,63.08531277704897,53573,198341,2,1
2025-03-24 00:58:05.621134,SW1,switch,28751,42.26151586888943,61.43384160509788,231134,215166,0,0
2025-03-24 00:58:35.621134,SW1,switch,28781,45.09629368707024,60.60871722485998,190839,197201,0,0
2025-03-24 00:59:05.621134,SW1,switch,28811,37.65049588009363,63.16414512165848,203279,214251,0,1
2025-03-24 00:59:35.621134,SW1,switch,28841,45.51615656768978,93,121334,263939,0,0
2025-03-24 01:00:05.621134,SW1,switch,28871,45.98023507319748,72.04866198831283,193738,159266,0,0
2025-03-24 01:00:35.621134,SW1,switch,28901,55.33194087099143,64.13499295734701,225227,228036,0,1
2025-03-24 01:01:05.621134,SW1,switch,28931,47.55114332014834,68.81432740223778,132135,223078,0,0
2025-03-24 01:01:35.621134,SW1,switch,28961,49.85689805594062,69.19830473335136,219126,281570,0,0
2025-03-24 01:02:05.621134,SW1,switch,28991,40.225610704670075,72.49434078306763,162211,250316,0,0
2025-03-24 01:02:35.621134,SW1,switch,29021,53.385557894472015,55.00252538823861,156028,294016,0,0
2025-03-24 01:03:05.621134,SW1,switch,29051,48.43174686403482,63.26474792232162,214711,234992,0,0
2025-03-24 01:03:35.621134,SW1,switch,29081,49.84999440400533,68.55615556347166,94356,282915,0,0
2025-03-24 01:04:05.621134,SW1,switch,29111,47.508351304006375,66.97411521337101,278692,228903,0,0
2025-03-24 01:04:35.621134,SW1,switch,29141,42.72016261726418,56.93362839212973,169193,138377,0,1
2025-03-24 01:05:05.621134,SW1,switch,29171,54.85349497567364,56.21079250803955,208303,178250,0,0
2025-03-24 01:05:35.621134,SW1,switch,29201,46.538348626941605,60.70877747197782,261931,175193,0,2
2025-03-24 01:06:05.621134,SW1,switch,29231,39.893464729045036,66.54757065603664,226228,177494,0,0
2025-03-24 01:06:35.621134,SW1,switch,29261,49.94700169802063,58.270084313044,196516,142686,0,0
2025-03-24 01:07:05.621134,SW1,switch,29291,51.90236062385587,64.24135006129188,210623,213216,0,0
2025-03-24 01:07:35.621134,SW1,switch,29321,45.560360786620265,54.27391245077341,253208,194980,0,0
2025-03-24 01:08:05.621134,SW1,switch,29351,54.50307910283428,57.98274975709664,139469,229109,0,0
2025-03-24 01:08:35.621134,SW1,switch,29381,47.56019357551897,61.63104821094759,276611,154303,0,0
2025-03-24 01:09:05.621134,SW1,switch,29411,46.36098600980269,73.74917662076535,254032,243492,0,0
2025-03-24 01:09:35.621134,SW1,switch,29441,42.23983026004224,61.20454121724686,130159,165800,10,0
2025-03-24 01:10:05.621134,SW1,switch,29471,43.17637803398824,57.54504098874361,227850,228465,2,1
2025-03-24 01:10:35.621134,SW1,switch,29501,46.621909748003205,56.43399999506911,220561,135918,0,0
2025-03-24 01:11:05.621134,SW1,switch,29531,47.083519718577456,59.396403158711735,149687,255809,0,0
2025-03-24 01:11:35.621134,SW1,switch,29561,45.50626688804129,72.20699680727273,243250,130553,0,0
2025-03-24 01:12:05.621134,SW1,switch,29591,41.357193759673194,74.5691427218348,,183511,0,0
2025-03-24 01:12:35.621134,SW1,switch,29621,46.15325230874282,53.17128937290242,204894,226185,0,0
2025-03-24 01:13:05.621134,SW1,switch,29651,51.342692502351014,59.584093366675425,201638,122325,0,0
2025-03-24 01:13:35.621134,SW1,switch,29681,48.09447640841395,70.04295860692092,96837,90074,0,0
2025-03-24 01:14:05.621134,SW1,switch,29711,37.64338532178658,74.56935047006958,309929,194799,0,0
2025-03-24 01:14:35.621134,SW1,switch,29741,48.989300214168516,50.09315682053321,91617,135441,0,0
2025-03-24 01:15:05.621134,SW1,switch,29771,54.704368874711875,63.54582949579246,200037,217461,10,0
2025-03-24 01:15:35.621134,SW1,switch,29801,50.815637158837546,75.68034244651946,185313,164208,0,0
2025-03-24 01:16:05.621134,SW1,switch,29831,48.78024017019186,65.56936233193339,166347,205185,2,0
2025-03-24 01:16:35.621134,SW1,switch,29861,49.95154347392393,66.8422087826761,222024,202224,0,0
2025-03-24 01:17:05.621134,SW1,switch,29891,47.854979014384945,72.67173854944735,165951,349468,0,0
2025-03-24 01:17:35.621134,SW1,switch,29921,,61.45906417322879,263694,,0,0
2025-03-24 01:18:05.621134,SW1,switch,29951,48.24169524177104,56.107845333111186,174311,170323,0,0
2025-03-24 01:18:35.621134,SW1,switch,29981,47.8395919974707,70.16321276804317,261827,121657,0,0
2025-03-24 01:19:05.621134,SW1,switch,30011,56.00952694584396,65.6121817460805,181153,137022,0,0
2025-03-24 01:19:35.621134,SW1,switch,30041,37.10221859499342,59.60709986310126,186458,214516,0,0
2025-03-24 01:20:05.621134,SW1,switch,30071,48.03744164467709,59.005674999837424,186170,212047,0,0
2025-03-24 01:20:35.621134,SW1,switch,30101,50.19793097001198,66.61829951617739,172955,238325,0,0
2025-03-24 01:21:05.621134,SW1,switch,30131,51.096401270316846,58.9174484318027,201875,131733,0,0
2025-03-24 01:21:35.621134,SW1,switch,30161,51.95998063530082,64.47550521459718,214612,157173,0,1
2025-03-24 01:22:05.621134,SW1,switch,30191,48.84300183124432,73.6620743032843,243357,194317,0,0
2025-03-24 01:22:35.621134,SW1,switch,30221,46.29075552916417,53.38989433105896,198946,217449,0,0
2025-03-24 01:23:05.621134,SW1,switch,30251,45.4144101812808,59.30611496957002,303067,201274,0,0
